resume_text,jd_text,label,jd_role,candidate_role
"Motivated DevOps Engineer eager to contribute technical expertise. 8 years working in related roles. Proficient in aws, cloud security, communication, docker, linux, networking, terraform. Known for strong communication and teamwork.","Join us as a DevOps Engineer and make an impact from day one. You should have 4+ years in the field and be comfortable with linux, kubernetes, bash, terraform, networking, monitoring. Competitive salary and benefits offered.",0,DevOps Engineer,DevOps Engineer
"Detail-oriented QA Engineer with hands-on experience across projects. Brings 5 years of hands-on industry experience. Proficient in ci/cd, project management, python, selenium, test automation, test case design, time management. Comfortable working independently or in a team.","Cybersecurity Analyst wanted for a fast-paced, collaborative environment. The ideal candidate has 1+ years of experience and is skilled in incident response, siem, penetration testing, compliance, risk assessment, network security, firewalls, linux. Remote-friendly with flexible hours.",0,Cybersecurity Analyst,QA Engineer
"Experienced Data Analyst with a passion for building great products. 5 years working in related roles. Core skills include jupyter, mentoring, numpy, pandas, reporting, sql, statistics, tableau, time management. Known for strong communication and teamwork.","Our company is looking for an experienced Data Scientist to help us scale. The ideal candidate has 6+ years of experience and is skilled in feature engineering, jupyter, classification, python, numpy, sql, data visualization, machine learning. Strong communication and teamwork are a plus.",0,Data Scientist,Data Analyst
"Cybersecurity Analyst with a proven track record of delivering results. Has 3 years of professional experience. Proficient in compliance, firewalls, leadership, linux, problem solving, risk assessment. Known for strong communication and teamwork.","Join us as a Cybersecurity Analyst and make an impact from day one. Requirements: at least 4 years of relevant experience, with hands-on skills in siem, risk assessment, python, linux, network security. Strong communication and teamwork are a plus.",0,Cybersecurity Analyst,Cybersecurity Analyst
"Detail-oriented Data Scientist with hands-on experience across projects. Has 2 years of professional experience. Proficient in a/b testing, classification, design systems, machine learning, numpy, pandas, python, regression, scikit-learn, sql, teamwork, wireframing. Known for strong communication and teamwork.","Our company is looking for an experienced Data Scientist to help us scale. You should have 4+ years in the field and be comfortable with scikit-learn, a/b testing, numpy, feature engineering, regression, python, jupyter. Strong communication and teamwork are a plus.",0,Data Scientist,Data Scientist
"Experienced Product Manager with a passion for building great products. 2 years working in related roles. Hands-on experience with agile, communication, jira, product roadmap, product strategy, scrum, teamwork. Comfortable working independently or in a team.","Our company is looking for an experienced Product Manager to help us scale. You should have 3+ years in the field and be comfortable with data analysis, jira, communication, scrum, product strategy, agile, product roadmap. Remote-friendly with flexible hours.",1,Product Manager,Product Manager
"Backend Developer with a proven track record of delivering results. Brings 6 years of hands-on industry experience. Proficient in celery, docker, flask, microservices, postgresql, responsive design, typescript, unit testing. Continuously learning new tools and technologies.","Our company is looking for an experienced Mobile Developer to help us scale. Requirements: at least 7 years of relevant experience, with hands-on skills in ios, react native, flutter, git, rest api, android, swift, kotlin. Remote-friendly with flexible hours.",0,Mobile Developer,Backend Developer
"Detail-oriented Machine Learning Engineer with hands-on experience across projects. 6 years working in related roles. Proficient in deep learning, docker, feature engineering, machine learning, mlops, model deployment, python, pytorch, sql, tensorflow, time management. Comfortable working independently or in a team.","Product Manager wanted for a fast-paced, collaborative environment. The ideal candidate has 4+ years of experience and is skilled in jira, user research, product roadmap, scrum, stakeholder management, data analysis, communication, product strategy. Competitive salary and benefits offered.",0,Product Manager,Machine Learning Engineer
"Detail-oriented Mobile Developer with hands-on experience across projects. 9 years working in related roles. Hands-on experience with android, flutter, git, ios, kotlin, mobile ui design, react native, rest api, swift, teamwork. Known for strong communication and teamwork.","Our company is looking for an experienced Mobile Developer to help us scale. Requirements: at least 2 years of relevant experience, with hands-on skills in android, git, rest api, flutter, ios. Competitive salary and benefits offered.",1,Mobile Developer,Mobile Developer
"Detail-oriented Product Manager with hands-on experience across projects. Brings 4 years of hands-on industry experience. Hands-on experience with agile, communication, data analysis, data visualization, jira, product roadmap, product strategy, regression, scrum, stakeholder management, user research. Continuously learning new tools and technologies.","We are hiring a Cloud Engineer to join our growing team. The ideal candidate has 6+ years of experience and is skilled in networking, azure, kubernetes, cloud security, ci/cd. Remote-friendly with flexible hours.",1,Cloud Engineer,Product Manager
"Detail-oriented Cloud Engineer with hands-on experience across projects. Has 1 years of professional experience. Hands-on experience with azure, ci/cd, docker, gcp, kubernetes, linux, mlops, model deployment, networking, project management. Continuously learning new tools and technologies.","Our company is looking for an experienced Frontend Developer to help us scale. You should have 7+ years in the field and be comfortable with typescript, git, css, react, responsive design, javascript, html, rest api. Competitive salary and benefits offered.",0,Frontend Developer,Cloud Engineer
"Motivated QA Engineer eager to contribute technical expertise. Has 3 years of professional experience. Hands-on experience with api testing, ci/cd, jira, manual testing, python, regression testing, selenium, test automation, test case design. Known for strong communication and teamwork.","Our company is looking for an experienced Product Manager to help us scale. You should have 1+ years in the field and be comfortable with product roadmap, stakeholder management, product strategy, user research, scrum, communication, data analysis. Remote-friendly with flexible hours.",1,Product Manager,QA Engineer
"Machine Learning Engineer with a proven track record of delivering results. 7 years working in related roles. Core skills include aws, deep learning, docker, feature engineering, machine learning, model deployment, python, pytorch, tensorflow. Continuously learning new tools and technologies.","Join us as a QA Engineer and make an impact from day one. You should have 1+ years in the field and be comfortable with manual testing, regression testing, jira, test case design, test automation. We value problem solving and a growth mindset.",0,QA Engineer,Machine Learning Engineer
"Experienced Data Scientist with a passion for building great products. Has 9 years of professional experience. Proficient in feature engineering, jupyter, machine learning, pandas. Comfortable working independently or in a team.","We are hiring a Machine Learning Engineer to join our growing team. Requirements: at least 1 years of relevant experience, with hands-on skills in aws, feature engineering, docker, pytorch, mlops. Remote-friendly with flexible hours.",0,Machine Learning Engineer,Data Scientist
"Motivated Backend Developer eager to contribute technical expertise. 5 years working in related roles. Core skills include django, flask, git, microservices, python, redis, rest api, sql. Known for strong communication and teamwork.","We are hiring a Frontend Developer to join our growing team. Requirements: at least 4 years of relevant experience, with hands-on skills in html, rest api, git, webpack, responsive design. Strong communication and teamwork are a plus.",0,Frontend Developer,Backend Developer
"Motivated DevOps Engineer eager to contribute technical expertise. Has 1 years of professional experience. Proficient in bash, ci/cd, docker, jenkins, kubernetes, linux, mentoring, networking, terraform. Comfortable working independently or in a team.","We are hiring a DevOps Engineer to join our growing team. Requirements: at least 6 years of relevant experience, with hands-on skills in ci/cd, kubernetes, jenkins, docker, linux, networking, terraform. Strong communication and teamwork are a plus.",0,DevOps Engineer,DevOps Engineer
"Experienced Machine Learning Engineer with a passion for building great products. Has 3 years of professional experience. Hands-on experience with aws, machine learning, model deployment, problem solving, pytorch, sql, teamwork, tensorflow. Known for strong communication and teamwork.","We are hiring a UI/UX Designer to join our growing team. The ideal candidate has 1+ years of experience and is skilled in user research, interaction design, adobe xd, figma, design systems. Remote-friendly with flexible hours.",1,UI/UX Designer,Machine Learning Engineer
"Detail-oriented UI/UX Designer with hands-on experience across projects. 9 years working in related roles. Proficient in design systems, figma, problem solving, usability testing, wireframing. Comfortable working independently or in a team.","Our company is looking for an experienced UI/UX Designer to help us scale. The ideal candidate has 2+ years of experience and is skilled in interaction design, design systems, figma, prototyping, usability testing, user research, wireframing, adobe xd. Competitive salary and benefits offered.",1,UI/UX Designer,UI/UX Designer
"Cloud Engineer with a proven track record of delivering results. Has 9 years of professional experience. Proficient in azure, ci/cd, cloud security, docker, gcp, kubernetes, linux, networking, terraform. Comfortable working independently or in a team.","We are hiring a Cloud Engineer to join our growing team. The ideal candidate has 1+ years of experience and is skilled in kubernetes, cloud security, gcp, linux, azure, terraform, networking. Competitive salary and benefits offered.",1,Cloud Engineer,Cloud Engineer
"Motivated Backend Developer eager to contribute technical expertise. Has 4 years of professional experience. Proficient in celery, communication, docker, flask, git, postgresql, redis, rest api, swift, unit testing. Known for strong communication and teamwork.","UI/UX Designer wanted for a fast-paced, collaborative environment. The ideal candidate has 7+ years of experience and is skilled in adobe xd, prototyping, user research, design systems, wireframing, interaction design, usability testing. We value problem solving and a growth mindset.",0,UI/UX Designer,Backend Developer
"Backend Developer with a proven track record of delivering results. Has 10 years of professional experience. Proficient in celery, django, flask, git, python, react, redux, rest api, unit testing. Known for strong communication and teamwork.","Join us as a QA Engineer and make an impact from day one. Requirements: at least 1 years of relevant experience, with hands-on skills in manual testing, test case design, test automation, regression testing, ci/cd, python, jira, api testing. Strong communication and teamwork are a plus.",0,QA Engineer,Backend Developer
"UI/UX Designer with a proven track record of delivering results. Brings 1 years of hands-on industry experience. Hands-on experience with adobe xd, communication, design systems, figma, interaction design, mentoring, prototyping, usability testing, user research, wireframing. Known for strong communication and teamwork.","Frontend Developer wanted for a fast-paced, collaborative environment. The ideal candidate has 4+ years of experience and is skilled in rest api, html, typescript, javascript, accessibility, git. We value problem solving and a growth mindset.",0,Frontend Developer,UI/UX Designer
"Experienced Data Analyst with a passion for building great products. 4 years working in related roles. Core skills include communication, data visualization, excel, pandas, power bi, python, reporting, sql, statistics, tableau. Continuously learning new tools and technologies.","Our company is looking for an experienced Data Analyst to help us scale. The ideal candidate has 5+ years of experience and is skilled in data visualization, reporting, power bi, excel, a/b testing, python. Remote-friendly with flexible hours.",1,Data Analyst,Data Analyst
"Experienced Cloud Engineer with a passion for building great products. Brings 3 years of hands-on industry experience. Proficient in aws, azure, ci/cd, docker, gcp, linux. Comfortable working independently or in a team.","DevOps Engineer wanted for a fast-paced, collaborative environment. Requirements: at least 6 years of relevant experience, with hands-on skills in kubernetes, bash, linux, aws, jenkins, terraform, docker. Remote-friendly with flexible hours.",0,DevOps Engineer,Cloud Engineer
"Motivated Cloud Engineer eager to contribute technical expertise. 7 years working in related roles. Hands-on experience with aws, cloud security, gcp, kubernetes, networking. Comfortable working independently or in a team.","Our company is looking for an experienced Cloud Engineer to help us scale. You should have 1+ years in the field and be comfortable with terraform, linux, azure, kubernetes, ci/cd. Remote-friendly with flexible hours.",0,Cloud Engineer,Cloud Engineer
"Detail-oriented Data Scientist with hands-on experience across projects. Has 5 years of professional experience. Proficient in mentoring, python, regression, sql, statistics, teamwork. Comfortable working independently or in a team.","Data Scientist wanted for a fast-paced, collaborative environment. The ideal candidate has 3+ years of experience and is skilled in numpy, a/b testing, python, sql, regression, feature engineering, statistics. Remote-friendly with flexible hours.",0,Data Scientist,Data Scientist
"Motivated DevOps Engineer eager to contribute technical expertise. Has 2 years of professional experience. Hands-on experience with ansible, aws, bash, jenkins, linux, monitoring, networking. Comfortable working independently or in a team.","Mobile Developer wanted for a fast-paced, collaborative environment. The ideal candidate has 2+ years of experience and is skilled in kotlin, ios, git, flutter, react native, swift, mobile ui design, rest api. Strong communication and teamwork are a plus.",0,Mobile Developer,DevOps Engineer
"Experienced Frontend Developer with a passion for building great products. Brings 4 years of hands-on industry experience. Proficient in css, git, problem solving, react, redux, responsive design, teamwork, webpack. Comfortable working independently or in a team.","We are hiring a DevOps Engineer to join our growing team. Requirements: at least 7 years of relevant experience, with hands-on skills in terraform, aws, ci/cd, networking, monitoring, docker. Strong communication and teamwork are a plus.",0,DevOps Engineer,Frontend Developer
"Detail-oriented UI/UX Designer with hands-on experience across projects. Has 2 years of professional experience. Proficient in design systems, figma, interaction design, usability testing, user research, wireframing. Comfortable working independently or in a team.","Our company is looking for an experienced QA Engineer to help us scale. The ideal candidate has 1+ years of experience and is skilled in manual testing, test case design, selenium, api testing, python. We value problem solving and a growth mindset.",1,QA Engineer,UI/UX Designer
"Frontend Developer with a proven track record of delivering results. Brings 6 years of hands-on industry experience. Proficient in accessibility, git, html, react, redux, responsive design, rest api. Comfortable working independently or in a team.","Our company is looking for an experienced Frontend Developer to help us scale. The ideal candidate has 2+ years of experience and is skilled in webpack, html, react, responsive design, rest api, javascript, css, git. Strong communication and teamwork are a plus.",1,Frontend Developer,Frontend Developer
"Motivated Frontend Developer eager to contribute technical expertise. 3 years working in related roles. Proficient in accessibility, javascript, react, responsive design, webpack. Comfortable working independently or in a team.","Frontend Developer wanted for a fast-paced, collaborative environment. You should have 1+ years in the field and be comfortable with javascript, css, react, git, typescript, rest api, webpack. Competitive salary and benefits offered.",0,Frontend Developer,Frontend Developer
"Backend Developer with a proven track record of delivering results. Has 7 years of professional experience. Proficient in communication, django, docker, git, microservices, redis, sql, time management. Comfortable working independently or in a team.","We are hiring a Backend Developer to join our growing team. Requirements: at least 4 years of relevant experience, with hands-on skills in python, celery, redis, flask, postgresql. We value problem solving and a growth mindset.",0,Backend Developer,Backend Developer
"Experienced Cloud Engineer with a passion for building great products. 1 years working in related roles. Core skills include aws, azure, cloud security, docker, gcp, kubernetes, linux, networking, terraform. Comfortable working independently or in a team.","We are hiring a Data Analyst to join our growing team. Requirements: at least 4 years of relevant experience, with hands-on skills in power bi, tableau, excel, pandas, data visualization, statistics. Competitive salary and benefits offered.",0,Data Analyst,Cloud Engineer
"Detail-oriented Cybersecurity Analyst with hands-on experience across projects. 10 years working in related roles. Core skills include communication, compliance, firewalls, incident response, kubernetes, linux, network security, networking, problem solving, risk assessment. Known for strong communication and teamwork.","Our company is looking for an experienced QA Engineer to help us scale. You should have 1+ years in the field and be comfortable with regression testing, test automation, manual testing, selenium, python, test case design, ci/cd, jira. Strong communication and teamwork are a plus.",0,QA Engineer,Cybersecurity Analyst
"Detail-oriented QA Engineer with hands-on experience across projects. Brings 3 years of hands-on industry experience. Proficient in ci/cd, classification, jira, manual testing, python, selenium, test automation, test case design. Continuously learning new tools and technologies.","Our company is looking for an experienced Frontend Developer to help us scale. Requirements: at least 1 years of relevant experience, with hands-on skills in css, responsive design, react, redux, typescript, rest api. Competitive salary and benefits offered.",0,Frontend Developer,QA Engineer
"Product Manager with a proven track record of delivering results. Has 3 years of professional experience. Proficient in agile, communication, product roadmap, product strategy, scrum, stakeholder management, teamwork, user research. Known for strong communication and teamwork.","Join us as a Product Manager and make an impact from day one. Requirements: at least 3 years of relevant experience, with hands-on skills in stakeholder management, agile, product strategy, jira, scrum, communication. We value problem solving and a growth mindset.",1,Product Manager,Product Manager
"Detail-oriented DevOps Engineer with hands-on experience across projects. Brings 10 years of hands-on industry experience. Core skills include ansible, aws, bash, ci/cd, docker, kubernetes, linux, monitoring, networking, terraform. Continuously learning new tools and technologies.","UI/UX Designer wanted for a fast-paced, collaborative environment. The ideal candidate has 4+ years of experience and is skilled in adobe xd, design systems, user research, wireframing, prototyping. Remote-friendly with flexible hours.",0,UI/UX Designer,DevOps Engineer
"Experienced Backend Developer with a passion for building great products. Brings 2 years of hands-on industry experience. Proficient in android, communication, docker, flask, mentoring, postgresql, rest api, sql. Comfortable working independently or in a team.","QA Engineer wanted for a fast-paced, collaborative environment. You should have 2+ years in the field and be comfortable with api testing, ci/cd, test case design, manual testing, jira, python, test automation. Competitive salary and benefits offered.",0,QA Engineer,Backend Developer
"Detail-oriented Cybersecurity Analyst with hands-on experience across projects. Brings 4 years of hands-on industry experience. Hands-on experience with classification, compliance, firewalls, numpy, python, risk assessment. Continuously learning new tools and technologies.","Cybersecurity Analyst wanted for a fast-paced, collaborative environment. The ideal candidate has 3+ years of experience and is skilled in penetration testing, incident response, firewalls, linux, network security, compliance, python, risk assessment. Strong communication and teamwork are a plus.",0,Cybersecurity Analyst,Cybersecurity Analyst
"Motivated Machine Learning Engineer eager to contribute technical expertise. Brings 0 years of hands-on industry experience. Proficient in aws, deep learning, docker, feature engineering, mlops, model deployment, python, pytorch, scrum, sql, stakeholder management, time management. Continuously learning new tools and technologies.","Our company is looking for an experienced Cybersecurity Analyst to help us scale. Requirements: at least 4 years of relevant experience, with hands-on skills in risk assessment, firewalls, incident response, compliance, linux. Strong communication and teamwork are a plus.",0,Cybersecurity Analyst,Machine Learning Engineer
"Mobile Developer with a proven track record of delivering results. Has 8 years of professional experience. Proficient in android, git, model deployment, react native, rest api, swift, tensorflow. Comfortable working independently or in a team.","Join us as a Mobile Developer and make an impact from day one. The ideal candidate has 7+ years of experience and is skilled in git, swift, ios, kotlin, rest api, flutter, android, mobile ui design. Strong communication and teamwork are a plus.",0,Mobile Developer,Mobile Developer
"Motivated Machine Learning Engineer eager to contribute technical expertise. Has 4 years of professional experience. Hands-on experience with aws, deep learning, docker, leadership, machine learning, mlops, python, tensorflow. Known for strong communication and teamwork.","We are hiring a UI/UX Designer to join our growing team. Requirements: at least 4 years of relevant experience, with hands-on skills in figma, adobe xd, interaction design, wireframing, prototyping, usability testing, design systems, user research. Competitive salary and benefits offered.",0,UI/UX Designer,Machine Learning Engineer
"Detail-oriented Data Scientist with hands-on experience across projects. Brings 5 years of hands-on industry experience. Hands-on experience with a/b testing, classification, communication, jupyter, leadership, network security, python, regression, siem. Comfortable working independently or in a team.","Join us as a UI/UX Designer and make an impact from day one. Requirements: at least 1 years of relevant experience, with hands-on skills in wireframing, figma, user research, usability testing, prototyping. Strong communication and teamwork are a plus.",0,UI/UX Designer,Data Scientist
"Detail-oriented Data Scientist with hands-on experience across projects. Brings 5 years of hands-on industry experience. Core skills include a/b testing, classification, feature engineering, pandas, python. Known for strong communication and teamwork.","DevOps Engineer wanted for a fast-paced, collaborative environment. Requirements: at least 4 years of relevant experience, with hands-on skills in ci/cd, ansible, kubernetes, terraform, monitoring, linux, bash. Competitive salary and benefits offered.",0,DevOps Engineer,Data Scientist
"Motivated Backend Developer eager to contribute technical expertise. 7 years working in related roles. Hands-on experience with celery, django, docker, mentoring, postgresql, problem solving, rest api, sql, unit testing. Continuously learning new tools and technologies.","Join us as a Mobile Developer and make an impact from day one. You should have 1+ years in the field and be comfortable with swift, kotlin, react native, mobile ui design, git, ios, android. We value problem solving and a growth mindset.",0,Mobile Developer,Backend Developer
"Machine Learning Engineer with a proven track record of delivering results. 3 years working in related roles. Hands-on experience with deep learning, feature engineering, leadership, machine learning, mlops, pytorch, teamwork, tensorflow. Continuously learning new tools and technologies.","We are hiring a UI/UX Designer to join our growing team. Requirements: at least 3 years of relevant experience, with hands-on skills in user research, prototyping, figma, adobe xd, usability testing, design systems. We value problem solving and a growth mindset.",0,UI/UX Designer,Machine Learning Engineer
"Experienced Cloud Engineer with a passion for building great products. Has 3 years of professional experience. Hands-on experience with azure, communication, docker, kubernetes, terraform. Comfortable working independently or in a team.","Join us as a Cloud Engineer and make an impact from day one. You should have 1+ years in the field and be comfortable with docker, gcp, networking, terraform, kubernetes, azure. Remote-friendly with flexible hours.",1,Cloud Engineer,Cloud Engineer
"Detail-oriented Data Scientist with hands-on experience across projects. Has 0 years of professional experience. Proficient in classification, jupyter, machine learning, numpy, statistics. Continuously learning new tools and technologies.","Mobile Developer wanted for a fast-paced, collaborative environment. The ideal candidate has 3+ years of experience and is skilled in git, rest api, ios, react native, flutter, kotlin. Competitive salary and benefits offered.",0,Mobile Developer,Data Scientist
"Experienced Backend Developer with a passion for building great products. Has 7 years of professional experience. Proficient in ci/cd, communication, flask, networking, postgresql, sql, unit testing. Known for strong communication and teamwork.","Join us as a Mobile Developer and make an impact from day one. Requirements: at least 4 years of relevant experience, with hands-on skills in swift, git, rest api, kotlin, react native, flutter. Remote-friendly with flexible hours.",0,Mobile Developer,Backend Developer
"Motivated UI/UX Designer eager to contribute technical expertise. Has 6 years of professional experience. Hands-on experience with a/b testing, adobe xd, design systems, figma, interaction design, mentoring, problem solving, prototyping, statistics, user research, wireframing. Continuously learning new tools and technologies.","We are hiring a Cybersecurity Analyst to join our growing team. Requirements: at least 6 years of relevant experience, with hands-on skills in penetration testing, incident response, linux, firewalls, python, compliance, network security. Remote-friendly with flexible hours.",0,Cybersecurity Analyst,UI/UX Designer
"Experienced Machine Learning Engineer with a passion for building great products. Brings 1 years of hands-on industry experience. Proficient in aws, deep learning, leadership, machine learning, mlops, model deployment. Continuously learning new tools and technologies.","QA Engineer wanted for a fast-paced, collaborative environment. The ideal candidate has 5+ years of experience and is skilled in python, test case design, jira, manual testing, test automation, ci/cd. We value problem solving and a growth mindset.",0,QA Engineer,Machine Learning Engineer
"Experienced Cybersecurity Analyst with a passion for building great products. Has 6 years of professional experience. Hands-on experience with compliance, firewalls, incident response, linux, network security, penetration testing, risk assessment, siem. Known for strong communication and teamwork.","We are hiring a Mobile Developer to join our growing team. The ideal candidate has 4+ years of experience and is skilled in flutter, react native, ios, mobile ui design, kotlin. Competitive salary and benefits offered.",0,Mobile Developer,Cybersecurity Analyst
"Detail-oriented Data Analyst with hands-on experience across projects. Has 4 years of professional experience. Hands-on experience with data visualization, excel, mentoring, pandas, python, reporting, sql, statistics, tableau. Continuously learning new tools and technologies.","Our company is looking for an experienced Data Analyst to help us scale. The ideal candidate has 7+ years of experience and is skilled in python, reporting, data visualization, a/b testing, tableau, statistics. Competitive salary and benefits offered.",0,Data Analyst,Data Analyst
"Frontend Developer with a proven track record of delivering results. Has 0 years of professional experience. Hands-on experience with accessibility, css, git, html, mentoring, react, redux, responsive design, rest api, typescript, webpack. Comfortable working independently or in a team.","Our company is looking for an experienced UI/UX Designer to help us scale. You should have 6+ years in the field and be comfortable with interaction design, usability testing, wireframing, adobe xd, figma, prototyping, user research, design systems. Remote-friendly with flexible hours.",0,UI/UX Designer,Frontend Developer
"Cloud Engineer with a proven track record of delivering results. Brings 6 years of hands-on industry experience. Hands-on experience with aws, kubernetes, networking, teamwork, terraform. Continuously learning new tools and technologies.","Backend Developer wanted for a fast-paced, collaborative environment. Requirements: at least 5 years of relevant experience, with hands-on skills in redis, docker, python, postgresql, django, sql, microservices. We value problem solving and a growth mindset.",0,Backend Developer,Cloud Engineer
"Data Scientist with a proven track record of delivering results. Has 9 years of professional experience. Core skills include a/b testing, feature engineering, interaction design, jupyter, machine learning, numpy, python, regression, scikit-learn, sql, statistics, user research. Continuously learning new tools and technologies.","Our company is looking for an experienced DevOps Engineer to help us scale. The ideal candidate has 1+ years of experience and is skilled in kubernetes, docker, bash, ansible, terraform. Remote-friendly with flexible hours.",0,DevOps Engineer,Data Scientist
"QA Engineer with a proven track record of delivering results. Has 5 years of professional experience. Proficient in api testing, ci/cd, jira, manual testing, python, regression testing, selenium, test case design. Known for strong communication and teamwork.","We are hiring a Mobile Developer to join our growing team. The ideal candidate has 5+ years of experience and is skilled in rest api, kotlin, git, ios, flutter, mobile ui design, android, swift. We value problem solving and a growth mindset.",0,Mobile Developer,QA Engineer
"Experienced Backend Developer with a passion for building great products. 5 years working in related roles. Proficient in celery, django, docker, flask, microservices, redis, rest api, sql. Comfortable working independently or in a team.","Join us as a UI/UX Designer and make an impact from day one. You should have 5+ years in the field and be comfortable with prototyping, figma, interaction design, design systems, usability testing, adobe xd. Competitive salary and benefits offered.",0,UI/UX Designer,Backend Developer
"Experienced Mobile Developer with a passion for building great products. 8 years working in related roles. Hands-on experience with android, flutter, git, ios, kotlin, mobile ui design, react native, rest api, swift. Continuously learning new tools and technologies.","QA Engineer wanted for a fast-paced, collaborative environment. The ideal candidate has 4+ years of experience and is skilled in selenium, ci/cd, python, jira, api testing, test case design, regression testing, test automation. Strong communication and teamwork are a plus.",0,QA Engineer,Mobile Developer
"Motivated UI/UX Designer eager to contribute technical expertise. Has 6 years of professional experience. Hands-on experience with adobe xd, design systems, interaction design, prototyping, usability testing, wireframing. Known for strong communication and teamwork.","Our company is looking for an experienced UI/UX Designer to help us scale. Requirements: at least 3 years of relevant experience, with hands-on skills in wireframing, prototyping, user research, design systems, interaction design, usability testing, figma, adobe xd. Strong communication and teamwork are a plus.",1,UI/UX Designer,UI/UX Designer
"Detail-oriented Data Analyst with hands-on experience across projects. Has 4 years of professional experience. Proficient in a/b testing, celery, data visualization, excel, mentoring, power bi, python, reporting, statistics, tableau, unit testing. Continuously learning new tools and technologies.","Join us as a Data Analyst and make an impact from day one. The ideal candidate has 1+ years of experience and is skilled in data visualization, sql, excel, a/b testing, power bi. Remote-friendly with flexible hours.",1,Data Analyst,Data Analyst
"Motivated Cloud Engineer eager to contribute technical expertise. 2 years working in related roles. Proficient in aws, azure, ci/cd, kubernetes, linux, terraform, time management. Known for strong communication and teamwork.","Our company is looking for an experienced Data Scientist to help us scale. You should have 5+ years in the field and be comfortable with regression, a/b testing, numpy, machine learning, classification. Remote-friendly with flexible hours.",0,Data Scientist,Cloud Engineer
"QA Engineer with a proven track record of delivering results. Has 7 years of professional experience. Proficient in accessibility, api testing, javascript, jira, python, test automation, test case design. Comfortable working independently or in a team.","QA Engineer wanted for a fast-paced, collaborative environment. The ideal candidate has 4+ years of experience and is skilled in ci/cd, test case design, selenium, api testing, test automation. We value problem solving and a growth mindset.",1,QA Engineer,QA Engineer
"Backend Developer with a proven track record of delivering results. Brings 7 years of hands-on industry experience. Hands-on experience with celery, docker, flask, git, postgresql, python, redis, rest api, sql, unit testing. Comfortable working independently or in a team.","QA Engineer wanted for a fast-paced, collaborative environment. The ideal candidate has 7+ years of experience and is skilled in manual testing, test case design, regression testing, ci/cd, python, api testing, test automation, selenium. Competitive salary and benefits offered.",0,QA Engineer,Backend Developer
"Machine Learning Engineer with a proven track record of delivering results. Brings 7 years of hands-on industry experience. Core skills include aws, deep learning, docker, feature engineering, machine learning, mlops, sql, tensorflow. Comfortable working independently or in a team.","Join us as a Data Analyst and make an impact from day one. Requirements: at least 5 years of relevant experience, with hands-on skills in python, data visualization, excel, power bi, tableau, pandas. We value problem solving and a growth mindset.",0,Data Analyst,Machine Learning Engineer
"Motivated Cybersecurity Analyst eager to contribute technical expertise. 9 years working in related roles. Proficient in firewalls, incident response, linux, network security, penetration testing, python, risk assessment. Comfortable working independently or in a team.","DevOps Engineer wanted for a fast-paced, collaborative environment. The ideal candidate has 1+ years of experience and is skilled in docker, monitoring, bash, linux, terraform, ci/cd. We value problem solving and a growth mindset.",1,DevOps Engineer,Cybersecurity Analyst
"Experienced Data Scientist with a passion for building great products. 3 years working in related roles. Core skills include data visualization, machine learning, numpy, scikit-learn. Comfortable working independently or in a team.","Join us as a Cybersecurity Analyst and make an impact from day one. Requirements: at least 3 years of relevant experience, with hands-on skills in firewalls, network security, penetration testing, linux, compliance, siem, python. We value problem solving and a growth mindset.",0,Cybersecurity Analyst,Data Scientist
"Experienced Data Analyst with a passion for building great products. Brings 2 years of hands-on industry experience. Proficient in a/b testing, communication, data visualization, power bi, sql, time management. Comfortable working independently or in a team.","Join us as a Cybersecurity Analyst and make an impact from day one. The ideal candidate has 1+ years of experience and is skilled in penetration testing, firewalls, linux, compliance, python, network security, incident response, risk assessment. Competitive salary and benefits offered.",0,Cybersecurity Analyst,Data Analyst
"Detail-oriented Frontend Developer with hands-on experience across projects. 2 years working in related roles. Core skills include css, html, javascript, jenkins, linux, mentoring, redux, teamwork. Known for strong communication and teamwork.","Backend Developer wanted for a fast-paced, collaborative environment. The ideal candidate has 4+ years of experience and is skilled in git, microservices, sql, rest api, unit testing, docker. Strong communication and teamwork are a plus.",0,Backend Developer,Frontend Developer
"Motivated Data Analyst eager to contribute technical expertise. Brings 10 years of hands-on industry experience. Core skills include excel, pandas, problem solving, python, reporting, sql, statistics. Comfortable working independently or in a team.","Our company is looking for an experienced Data Analyst to help us scale. You should have 5+ years in the field and be comfortable with sql, pandas, data visualization, tableau, excel. Competitive salary and benefits offered.",1,Data Analyst,Data Analyst
"Experienced DevOps Engineer with a passion for building great products. 6 years working in related roles. Core skills include android, aws, kubernetes, leadership, linux, monitoring, rest api. Continuously learning new tools and technologies.","Our company is looking for an experienced DevOps Engineer to help us scale. The ideal candidate has 4+ years of experience and is skilled in docker, jenkins, aws, monitoring, kubernetes, terraform, networking, ci/cd. Remote-friendly with flexible hours.",0,DevOps Engineer,DevOps Engineer
"Detail-oriented DevOps Engineer with hands-on experience across projects. Brings 2 years of hands-on industry experience. Proficient in api testing, aws, bash, ci/cd, docker, jenkins, kubernetes, linux, manual testing, networking. Continuously learning new tools and technologies.","Join us as a UI/UX Designer and make an impact from day one. The ideal candidate has 5+ years of experience and is skilled in adobe xd, wireframing, figma, interaction design, usability testing, design systems, prototyping, user research. Strong communication and teamwork are a plus.",0,UI/UX Designer,DevOps Engineer
